brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
590,New Glarus Brewing Company,1179202583,3.5,4.5,4,bennetj17,Irish Pale Ale,4,3.5,Stone Soup,5.3,35281
192,New Belgium Brewing,1170911765,3.5,3.5,3.5,bennetj17,Irish Pale Ale,4,3.5,Springboard,6.2,34717
1103,Nimbus Brewing Company,1250704975,3,3,3,bennetj17,Irish Pale Ale,2.5,3,Nimbus Belgian Gold,4,36630
10097,Harpoon Brewery,1295232501,4.5,4,3.5,BennyL1,Irish Pale Ale,4,4,Harpoon Irish Pale Ale,5.8,33976
35,Boston Beer Company (Samuel Adams),1293601222,4,3.5,3.5,BennyL1,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
253,Casco Bay Brewing Co.,1305946251,4,3.5,4,BennyL1,Irish Red Ale,4,4,Casco Bay RipTide Red Ale,5.4,714
35,Boston Beer Company (Samuel Adams),1287981651,3.5,3.5,3,BennyL1,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.8,38365
37,Brasserie d'Orval S.A.,1299354238,5,4.5,4.5,bens0n,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
14660,Triple J Chophouse And Brew Co,1300341407,3,3,3,bens0n,Irish Dry Stout,3,2.5,806 Stout,5.2,67265
16320,Brasserie de la Senne,1210135800,5,4,3,Benway,Irish Pale Ale,3.5,4,Taras Boulba,4.5,32846
764,Blue Point Brewing Company,1147538497,4.5,3,3.5,benwiley,Irish Lager,4,4,Blue Point Toasted Lager,5.3,2318
2243,The Porterhouse Brewing Company,1325303441,3,3,3.5,Beowolf1911,Irish Dry Stout,3,3,Oyster Stout,5.2,5686
240,Murphy Brewery Ireland Limited,1097969223,4,2,2,beragg,Irish Red Ale,2.5,3.5,Murphy's Irish Red Beer,5,913
35,Boston Beer Company (Samuel Adams),1318736114,4,4,3.5,BerkeleyBeerMan,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
2743,Green Flash Brewing Co.,1325660906,4,4,4.5,BerkeleyBeerMan,Irish Pale Ale,4,4,Rayon Vert,7,76323
870,Moylan's Brewery,1319089172,3,3.5,3.5,BerkeleyBeerMan,Irish Dry Stout,2.5,2.5,Moylans Dragoons Dry Irish Stout,5,21789
20417,White Birch Brewing,1253820830,4.5,3.5,4,berkey,Irish Pale Ale,4,3.5,White Birch Belgian Style Pale Ale,9.5,51844
37,Brasserie d'Orval S.A.,1241678470,4.5,4.5,4,berkey,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
184,Bierbrouwerij De Koningshoeven B.V.,1251228857,4.5,4,3.5,berkey,Irish Pale Ale,4.5,4,La Trappe Isid'or,7.5,51030
193,Anderson Valley Brewing Company,1253384501,4,3.5,4,berkey,Irish Cream Ale,4.5,3.5,Summer Solstice Cerveza Crema,5.6,23506
25208,Oakland Brewing Company,1300814096,4,4,4,berkey,Irish Pale Ale,4,4,Saut Du Lapin,5.9,67435
870,Moylan's Brewery,1261767109,4,3.5,4,berkey,Irish Dry Stout,4,3.5,Moylans Dragoons Dry Irish Stout,5,21789
10097,Harpoon Brewery,1268501377,3.5,4,4,berkey,Irish Extra Stout,3.5,3.5,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.5,55547
13307,Mikkeller ApS,1262581314,2,3.5,4,berkey,Irish Pale Ale,4,3,It's Alright!,4.5,47562
35,Boston Beer Company (Samuel Adams),1245354517,4.5,3.5,4,berley31,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1245353476,4.5,4.5,5,berley31,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
253,Casco Bay Brewing Co.,1245706922,4.5,4,3,berley31,Irish Red Ale,4,4.5,Casco Bay RipTide Red Ale,5.4,714
1879,Garrison Brewing Company,1269546246,4,4,3.5,berley31,Irish Extra Stout,3.5,4,Martello Stout,4.8,25639
18879,Chuckanut Brewery & Kitchen,1256839085,4,3.5,3,berley31,Irish Lager,3.5,4,Irish Lager,5,52038
22,Unibroue,1273172274,4,4,3.5,berley31,Irish Pale Ale,4,4,Raftman,5.5,793
35,Boston Beer Company (Samuel Adams),1253903616,4,3.5,4,berley31,Irish Red Ale,3.5,4,Samuel Adams Irish Red,5.8,38365
1141,Brasserie Dieu Du Ciel,1267730653,4,4,4.5,berley31,Irish Pale Ale,4,4,Dernière Volonté,6.5,18272
7008,Pump House Brewery,1251848079,3,3,3.5,berley31,Irish Cream Ale,3.5,3,Cadian Irish Cream Ale,5,13063
470,Abbaye de Leffe S.A.,1256242172,3,3.5,4,berley31,Irish Pale Ale,4,3,Leffe Blonde,6.6,2137
1879,Garrison Brewing Company,1262184296,2.5,3.5,3.5,berley31,Irish Red Ale,3.5,3,Irish Red Ale,5,13302
42,Brewery Ommegang,1274970794,3.5,3,3,berpwillie,Irish Pale Ale,3,3.5,Rare Vos (Amber Ale),6.5,593
35,Boston Beer Company (Samuel Adams),1216927804,4,3,4,berserker256,Irish Red Ale,4.5,4,Samuel Adams Irish Red,5.8,38365
35,Boston Beer Company (Samuel Adams),1187194873,4,4,4,berserker256,Irish Lager,4,4.5,Samuel Adams Boston Lager,4.9,104
240,Murphy Brewery Ireland Limited,1212460035,4,4,4.5,berserker256,Irish Dry Stout,4,4,Murphy's Irish Stout,4,703
15280,Atwater Block Brewery,1233514435,4,4,4,berserker256,Irish Lager,4,4,Michigan Lager,5,47655
470,Abbaye de Leffe S.A.,1242580581,4,3.5,2.5,berserker256,Irish Pale Ale,3,3.5,Leffe Blonde,6.6,2137
22,Unibroue,1306716338,4,4,3.5,bert13tj,Irish Pale Ale,4,4,Raftman,5.5,793
764,Blue Point Brewing Company,1213565827,3.5,3,4,BertHaley,Irish Lager,3,3,Blue Point Toasted Lager,5.3,2318
35,Boston Beer Company (Samuel Adams),1221604433,4,4,3.5,Berticus,Irish Red Ale,3.5,4,Samuel Adams Irish Red,5.8,38365
470,Abbaye de Leffe S.A.,1110841927,4,4.5,4,Bestuurder,Irish Pale Ale,5,5,Leffe Blonde,6.6,2137
160,Wychwood Brewery Company Ltd,1122491322,3.5,4,4,Bestuurder,Irish Extra Stout,3.5,4,Black Wych,5,6525
765,Trafalgar Ales & Meads,1247949312,2,2.5,3.5,Bestuurder,Irish Red Ale,2.5,2.5,Elora Irish Ale,5,27597
48,Brouwerij Van Steenberge N.V.,1231856725,2.5,2.5,3.5,BeTheBall,Irish Pale Ale,3,2.5,Bruegel Amber Ale,5.2,1645
696,Thomas Hooker Brewing Company,1268015783,4,3,4.5,BetterDarker,Irish Cream Ale,4,3,Thomas Hooker Blonde Ale,5.1,9801
35,Boston Beer Company (Samuel Adams),1254338798,4,3.5,4,BetterDarker,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
10097,Harpoon Brewery,1266932039,4,3.5,4,BetterDarker,Irish Extra Stout,4,4,Harpoon Island Creek Oyster Stout (100 Barrel Series #30),5.5,55547
590,New Glarus Brewing Company,1268099523,4,3.5,3.5,bevenson,Irish Cream Ale,3.5,4,Spotted Cow,4.8,1963
10991,Christian Moerlein Brewing Company,1274924733,2.5,2,2.5,bevenson,Irish Dry Stout,4,2,Friend Of An Irishman Stout,4.7,48344
73,Great Lakes Brewing Company,1112146630,5,4,4,beveragecaptain,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
37,Brasserie d'Orval S.A.,1102542818,4.5,5,4.5,beveragecaptain,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
3282,Brasserie La Binchoise (Malterie des Remparts),1145749493,4.5,4,4,beveragecaptain,Irish Pale Ale,4.5,4.5,La Binchoise Blonde Tradition,6.5,7693
35,Boston Beer Company (Samuel Adams),1105113410,4,3.5,3.5,beveragecaptain,Irish Lager,4,3.5,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1117160491,4,4.5,4.5,beveragecaptain,Irish Pale Ale,4,3.5,Rare Vos (Amber Ale),6.5,593
826,Brasserie de l'Abbaye du Val-Dieu,1131830649,4,4,4,beveragecaptain,Irish Pale Ale,4,4.5,Val-Dieu Blond,6,2574
1549,Goose Island Beer Co.,1138757491,4,4,4,beveragecaptain,Irish Red Ale,4,3.5,Kilgubbin Red Ale,4.5,2778
9897,Jolly Pumpkin Artisan Ales,1136167399,3.5,4,4,beveragecaptain,Irish Pale Ale,3.5,3.5,"Luciérnaga, The Firefly",6.5,20524
380,Brasserie Castelain,1142562637,3.5,4,4,beveragecaptain,Irish Pale Ale,3.5,3.5,Jade (Biere Biologique),4.6,2428
3,Abita Brewing Co.,1131833511,3.5,3,3.5,beveragecaptain,Irish Lager,4,3.5,Amber,4.5,5
144,Sprecher Brewing Company,1131150475,3.5,3.5,4,beveragecaptain,Irish Lager,4,3.5,Special Amber,5,97
30,Avery Brewing Company,1150077763,3.5,4,4,beveragecaptain,Irish Dry Stout,4,3.5,Out Of Bounds Stout,6.3,1830
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1142644888,3,2,3.5,beveragecaptain,Irish Red Ale,2.5,2.5,Smithwick's Ale,4.5,1822
590,New Glarus Brewing Company,1116111963,2.5,2.5,2.5,beveragecaptain,Irish Cream Ale,3,2.5,Spotted Cow,4.8,1963
6372,Fort Collins Brewing,1139022172,2.5,2.5,3.5,beveragecaptain,Irish Lager,2.5,2.5,Edgar Lager,4.8,12884
30,Avery Brewing Company,1119832872,2.5,2.5,4,beveragecaptain,Irish Pale Ale,3,2.5,Karma,5.2,23042
126,Pete's Brewing Company,1102069927,2.5,2.5,3,beveragecaptain,Irish Cream Ale,3,2,Pete's Wicked Wanderlust Irish Cream Ale,5.6,19950
417,August Schell Brewing Company,1178761861,4.5,3,4.5,beveritt,Irish Lager,4,5,FireBrick,5,2032
37,Brasserie d'Orval S.A.,1232852408,4,4,5,beveritt,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
144,Sprecher Brewing Company,1159318700,4,4,4,beveritt,Irish Dry Stout,4,4,Irish Style Stout,5.73,3052
73,Great Lakes Brewing Company,1245802325,4,4,4,beveritt,Irish Lager,4,4,Great Lakes Eliot Ness,6.2,229
73,Great Lakes Brewing Company,1214526137,4,3,3.5,beveritt,Irish Red Ale,4,3.5,Great Lakes Conway's Irish Ale,6.5,5096
18149,The Lost Abbey,1240778209,4,4,4,beveritt,Irish Pale Ale,4,4,Devotion Ale,6.25,36539
417,August Schell Brewing Company,1178845451,3.5,3,3.5,beveritt,Irish Extra Stout,4,3.5,Stout,5,41862
590,New Glarus Brewing Company,1177271349,3.5,3.5,3,beveritt,Irish Pale Ale,3,3.5,Stone Soup,5.3,35281
590,New Glarus Brewing Company,1168125425,3.5,3,3,beveritt,Irish Cream Ale,3.5,3,Spotted Cow,4.8,1963
144,Sprecher Brewing Company,1164161316,3.5,3,2.5,beveritt,Irish Lager,3.5,4,Special Amber,5,97
646,Carlow Brewing Company,1274561442,3.5,3.5,4.5,beveritt,Irish Dry Stout,4,3.5,O'Hara's Irish Stout,4.3,1751
240,Murphy Brewery Ireland Limited,1175255786,3.5,3,4,beveritt,Irish Dry Stout,4,3.5,Murphy's Irish Stout,4,703
2372,Terrapin Beer Company,1228235112,3,3.5,3.5,beveritt,Irish Cream Ale,3,3.5,Terrapin Golden Ale,5,9777
10707,Trader Joe's Brewing Company,1233457009,3,3,3.5,beveritt,Irish Lager,3,3.5,Trader Joe's Vienna Style Lager,5.7,21674
35,Boston Beer Company (Samuel Adams),1220045729,2.5,3,3,beveritt,Irish Red Ale,3.5,3,Samuel Adams Irish Red,5.8,38365
10629,Schmohz Brewing Company,1284258759,2,4,5,beveritt,Irish Extra Stout,2,1.5,Bonecrusher Stout,6.4,22565
1933,Mishawaka Brewing Company,1179191449,2,2,2.5,beveritt,Irish Red Ale,2.5,2,Four Horsemen Ale,5.5,5376
240,Murphy Brewery Ireland Limited,1166662683,2,2,2.5,beveritt,Irish Red Ale,3,2,Murphy's Irish Red Beer,5,913
35,Boston Beer Company (Samuel Adams),1282175285,3.5,3,4,BevMoAndrew,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
470,Abbaye de Leffe S.A.,1259546177,3,3,3.5,BevMoAndrew,Irish Pale Ale,3.5,2.5,Leffe Blonde,6.6,2137
123,"Paper City Brewery Co., Inc.",1051165527,4.5,4,4,bewareOFpenguin,Irish Dry Stout,4,4.5,Riley's Stout,5.5,797
42,Brewery Ommegang,1092063854,4.5,4,4,bewareOFpenguin,Irish Pale Ale,4.5,4.5,Rare Vos (Amber Ale),6.5,593
646,Carlow Brewing Company,1111159235,4.5,4,4,bewareOFpenguin,Irish Dry Stout,4,4,O'Hara's Irish Stout,4.3,1751
470,Abbaye de Leffe S.A.,1060177590,4.5,3.5,3.5,bewareOFpenguin,Irish Pale Ale,3.5,3.5,Leffe Blonde,6.6,2137
240,Murphy Brewery Ireland Limited,1057564909,4,4,4,bewareOFpenguin,Irish Dry Stout,4,4,Murphy's Irish Stout,4,703
35,Boston Beer Company (Samuel Adams),1034681030,3.5,3.5,4,bewareOFpenguin,Irish Lager,3.5,3.5,Samuel Adams Boston Lager,4.9,104
37,Brasserie d'Orval S.A.,1052806944,3.5,3.5,4,bewareOFpenguin,Irish Pale Ale,3.5,3,Orval Trappist Ale,6.9,129
9343,Beer Works,1053333981,3,4,4,bewareOFpenguin,Irish Dry Stout,4,3,Curley's Irish Stout,4,540
302,Genesee Brewing Co. / Dundee Brewing Co.,1034844097,2,2,2,bewareOFpenguin,Irish Cream Ale,2.5,2,Genesee Irish Cream Ale,5.2,1376
646,Carlow Brewing Company,1108677219,3,4,4.5,bewley,Irish Dry Stout,3.5,3,O'Hara's Irish Stout,4.3,1751
35,Boston Beer Company (Samuel Adams),1295570628,5,4,4.5,beyah,Irish Lager,4,4,Samuel Adams Boston Lager,4.9,104
1590,Diamond Knot Brewery,1302558387,4,3,3.5,Bfarr,Irish Red Ale,4,4,Slane's Irish Ale,6.6,5525
19765,Black Raven Brewing Co.,1275017799,4,3,4.5,Bfarr,Irish Dry Stout,4.5,4,Morrighan Dry Irish Stout,4.4,53878
18081,Big Al Brewing,1273534006,4,3.5,4.5,Bfarr,Irish Pale Ale,3.5,4,Local Hero #7 (Pale Rover),6.6,57756
30,Avery Brewing Company,1274646659,4,3,3.5,Bfarr,Irish Pale Ale,3.5,4,Karma,5.2,23042
423,Boulevard Brewing Co.,1269140017,4,3.5,4.5,Bfarr,Irish Red Ale,4.5,4,Irish Ale,5.8,3279
470,Abbaye de Leffe S.A.,1274062441,3.5,3,3.5,Bfarr,Irish Pale Ale,4,3,Leffe Blonde,6.6,2137
18879,Chuckanut Brewery & Kitchen,1279419201,3.5,3,4,Bfarr,Irish Lager,4,4,Irish Lager,5,52038
14400,Ninkasi Brewing Company,1297470364,3.5,2.5,4,Bfarr,Irish Red Ale,3,3,Renewale - 2011,5.2,65234
35,Boston Beer Company (Samuel Adams),1307325245,3.5,3.5,4,Bfarr,Irish Red Ale,3.5,3.5,Samuel Adams Irish Red,5.8,38365
18081,Big Al Brewing,1313632459,3,3,3,Bfarr,Irish Red Ale,2.5,3,Irish Red,6,47701
266,Mad River Brewing Company,1284165630,2,1.5,3.5,Bfarr,Irish Pale Ale,3,2.5,Mad Belgian,6.5,51729
10707,Trader Joe's Brewing Company,1282779129,1.5,2.5,3.5,Bfarr,Irish Lager,2,2.5,Trader Joe's Vienna Style Lager,5.7,21674
37,Brasserie d'Orval S.A.,1306377636,5,4,4.5,bfields4,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
646,Carlow Brewing Company,1253587826,4.5,4,4.5,bfields4,Irish Dry Stout,4.5,4,O'Hara's Irish Stout,4.3,1751
423,Boulevard Brewing Co.,1239074534,4.5,4,3.5,bfields4,Irish Dry Stout,4,4.5,Dry Stout,5.2,3277
30,Avery Brewing Company,1316301658,3.5,4,4,bfields4,Irish Dry Stout,4,3.5,Out Of Bounds Stout,6.3,1830
417,August Schell Brewing Company,1092366553,3.5,3,3.5,bfitzlaw,Irish Lager,3,3,FireBrick,5,2032
73,Great Lakes Brewing Company,1283911992,4.5,4.5,4,bfree,Irish Lager,4.5,4.5,Great Lakes Eliot Ness,6.2,229
42,Brewery Ommegang,1321411372,4.5,3.5,4,BFrost,Irish Pale Ale,5,4,Rare Vos (Amber Ale),6.5,593
37,Brasserie d'Orval S.A.,1302150460,4.5,5,4.5,BFrost,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
30,Avery Brewing Company,1274491214,4.5,4,4,bgildea,Irish Dry Stout,4.5,4.5,Out Of Bounds Stout,6.3,1830
9563,Queen City Brewing Limited,1266283939,4,3,4,bgildea,Irish Red Ale,3,4,Celtic Rabbit Amber Ale,6,37248
13667,Starr Hill Brewery,1290390641,3.5,3.5,4,bgildea,Irish Dry Stout,3.5,3.5,Dark Starr Stout,4.2,29995
37,Brasserie d'Orval S.A.,1253401927,4.5,4.5,4.5,bgjohnston,Irish Pale Ale,4.5,4.5,Orval Trappist Ale,6.9,129
35,Boston Beer Company (Samuel Adams),1169652871,4,3.5,3.5,bgraney,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
240,Murphy Brewery Ireland Limited,1251599404,4.5,3,4,bgreg3,Irish Dry Stout,4.5,3.5,Murphy's Irish Stout,4,703
423,Boulevard Brewing Co.,1266637430,4.5,4.5,4,bgreg3,Irish Red Ale,3.5,3.5,Irish Ale,5.8,3279
35,Boston Beer Company (Samuel Adams),1249355556,4,3.5,3.5,bgreg3,Irish Lager,3.5,4,Samuel Adams Boston Lager,4.9,104
35,Boston Beer Company (Samuel Adams),1249683612,3.5,4.5,4.5,bgreg3,Irish Red Ale,3.5,4,Samuel Adams Irish Red,5.8,38365
27934,Adelbert's Brewery,1325732635,3.5,3,4,BgThang,Irish Pale Ale,3.5,3,Rambler,6.2,77072
37,Brasserie d'Orval S.A.,1243991264,3.5,4,4.5,bhalter8,Irish Pale Ale,4,4.5,Orval Trappist Ale,6.9,129
3521,De Proefbrouwerij (bvba Andelot),1250464612,4.5,4,3.5,bheilman,Irish Pale Ale,3.5,4,Andelot Cuvee Euphorique,6.5,25356
16590,Pivovar Rakovnik,1260743247,4.5,4.5,3.5,bheilman,Irish Lager,4,4,Bakalá&#345; Polotmavé Vý&#269;epní 11° (Bakalar Light Dark Beer),4.5,51265
161,Florida Beer Company,1233189127,4,3,3,bheilman,Irish Lager,3.5,3,Ybor Gold Amber Lager,4.6,18290
42,Brewery Ommegang,1242602863,4,3.5,4,bheilman,Irish Pale Ale,3.5,3.5,Rare Vos (Amber Ale),6.5,593
48,Brouwerij Van Steenberge N.V.,1167874908,3,4.5,3.5,bhitt,Irish Pale Ale,3,3.5,Bruegel Amber Ale,5.2,1645
35,Boston Beer Company (Samuel Adams),1068574232,4,3.5,4,bhoffman681,Irish Lager,3,4.5,Samuel Adams Boston Lager,4.9,104
302,Genesee Brewing Co. / Dundee Brewing Co.,1069890451,2,1.5,2,bhoffman681,Irish Cream Ale,1.5,2.5,Genesee Irish Cream Ale,5.2,1376
14127,Amber's Brewing Co.,1308952890,4,3,4,biboergosum,Irish Lager,4,3.5,Zombie Apocalypse Red Lager,5.3,70360
3599,Baird Brewing Company / Fishmarket Taproom,1304826646,4,4,4,biboergosum,Irish Dry Stout,3.5,3.5,Shimaguni Stout,4.6,17681
35,Boston Beer Company (Samuel Adams),1227747560,4,3.5,4,biboergosum,Irish Lager,3,3.5,Samuel Adams Boston Lager,4.9,104
42,Brewery Ommegang,1318376157,4,4,4,biboergosum,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),6.5,593
37,Brasserie d'Orval S.A.,1295658600,4,4,3.5,biboergosum,Irish Pale Ale,4,4,Orval Trappist Ale,6.9,129
42,Brewery Ommegang,1317427061,4,4,4,biboergosum,Irish Pale Ale,3.5,4,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
665,Smithwick's Brewery / Irish Ale Breweries Ltd,1231975319,4,3,4.5,biboergosum,Irish Red Ale,4,3.5,Kilkenny Irish Irish Cream Ale,4.3,3628
5055,Nikenjayamochi Kadoya Honten Co. / Ise Kadoya Brewery,1289689911,4,3.5,4,biboergosum,Irish Extra Stout,4,3.5,Ise Kadoya Stout,5,53346
697,Kiuchi Brewery,1302909357,4,4,4,biboergosum,Irish Pale Ale,3.5,4,Hitachino Nipponia,6.5,61007
1141,Brasserie Dieu Du Ciel,1249800688,4,4,3.5,biboergosum,Irish Pale Ale,3.5,3.5,Dernière Volonté,6.5,18272
816,Granite Brewery & Restaurant,1269297460,4,3.5,3.5,biboergosum,Irish Dry Stout,4,4,Keefe's Irish Stout,4.5,12514
661,Muskoka Brewery,1250313031,4,3,4,biboergosum,Irish Cream Ale,3.5,3.5,Muskoka Irish Cream Ale,5,7994
240,Murphy Brewery Ireland Limited,1269295776,4,3.5,4.5,biboergosum,Irish Dry Stout,5,4,Murphy's Irish Stout,4,703
3760,Mill Street Brew Pub,1265691514,4,3.5,4.5,biboergosum,Irish Extra Stout,4.5,3.5,Mill Street Cobblestone Stout,4.2,33464
21336,Duggan's Brewery,1264572172,4,4,4,biboergosum,Irish Dry Stout,3.5,4,Mike Duggan #07 Stout,4.9,53838
194,McAuslan Brewing,1250483623,4,3.5,3.5,biboergosum,Irish Cream Ale,5,4,McAuslan Irish Cream Ale,5,14794
1879,Garrison Brewing Company,1298165375,4,4,4,biboergosum,Irish Extra Stout,3.5,4,Martello Stout,4.8,25639
222,Brouwerij Duvel Moortgat NV,1295153602,4,4,3.5,biboergosum,Irish Pale Ale,4.5,4,Maredsous 6 - Blonde,6,6972
3446,Bowen Island Brewing Co. Ltd.,1290129233,4,3.5,3.5,biboergosum,Irish Cream Ale,4,3.5,Bowen Island Irish Irish Cream Ale,5,32488
716,Asahi Breweries Ltd,1269739770,4,3.5,4,biboergosum,Irish Extra Stout,4,4,Asahi Black (Kuronama),5,3969
12718,Saint André,1264397543,3.5,3,3.5,biboergosum,Irish Lager,3.5,3.5,Saint André Irish Lager,4.6,1659
5316,Full Sail Brewery & Tasting Room & Pub,1310622603,3.5,4,4.5,biboergosum,Irish Dry Stout,3.5,4,Slainte Stout,5.4,71017
22,Unibroue,1249089600,3.5,4,3.5,biboergosum,Irish Pale Ale,4,4,Raftman,5.5,793
3599,Baird Brewing Company / Fishmarket Taproom,1301797701,3.5,3.5,4,biboergosum,Irish Lager,3.5,3.5,Numazu Lager,5,37211
57,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",1269381742,3.5,3,3.5,biboergosum,Irish Lager,3.5,3.5,Dos Equis Amber Lager,4.5,171
7008,Pump House Brewery,1277432148,3.5,3,3.5,biboergosum,Irish Cream Ale,4,3,Cadian Irish Cream Ale,5,13063
48,Brouwerij Van Steenberge N.V.,1305683713,3.5,4,3.5,biboergosum,Irish Pale Ale,3.5,4,Bruegel Amber Ale,5.2,1645
3956,Brewsters Brewing Company & Restaurant - Oliver Square,1280000725,3.5,3.5,4,biboergosum,Irish Pale Ale,3,3.5,Blue Bull Irish Pale Ale,5.2,60397
160,Wychwood Brewery Company Ltd,1257404765,3.5,3.5,4,biboergosum,Irish Extra Stout,3.5,4,Black Wych,5,6525
4048,Mt. Begbie Brewing Co.,1257565977,3.5,2.5,3.5,biboergosum,Irish Cream Ale,3.5,3.5,Mt Begbie Irish Cream Ale,4.79,9255
3534,A.J.I. Beer Inc,1264295936,3.5,4,4,biboergosum,Irish Extra Stout,3.5,3.5,Minoh Stout,5.5,15675
470,Abbaye de Leffe S.A.,1246573012,3,3.5,4,biboergosum,Irish Pale Ale,3,3.5,Leffe Blonde,6.6,2137
889,Brouwerij Palm NV,1294545405,3,2.5,4,biboergosum,Irish Pale Ale,3.5,3,Palm / Palm Speciale,5.4,2823
1879,Garrison Brewing Company,1298422645,3,3.5,4,biboergosum,Irish Red Ale,3.5,3,Irish Red Ale,5,13302
622,Shaftebury Brewing Company,1237097619,3,2.5,4,biboergosum,Irish Cream Ale,3,3,Irish Cream Ale,5,9986
780,Granville Island Brewery,1271979241,3,3,3,biboergosum,Irish Cream Ale,3,2.5,Kitsilano Maple Irish Cream Ale,5,9215
3956,Brewsters Brewing Company & Restaurant - Oliver Square,1240093928,3,3,4,biboergosum,Irish Red Ale,3,3,Lanigan's Irish Ale,4.7,14390
719,Blitz-Weinhard Brewing Co.,1281656823,2.5,2,3.5,biboergosum,Irish Cream Ale,2.5,2.5,Henry Weinhard's Blue Boar Ale,4.6,2765
765,Trafalgar Ales & Meads,1267574629,2.5,3,3.5,biboergosum,Irish Red Ale,3,3,Paddy's Irish Red,5,8590
765,Trafalgar Ales & Meads,1268785262,2,2,3,biboergosum,Irish Red Ale,1.5,1.5,Trafalgar Malted Corpse,4.5,53158
37,Brasserie d'Orval S.A.,1307139745,5,5,5,biegaman,Irish Pale Ale,4.5,5,Orval Trappist Ale,6.9,129
16320,Brasserie de la Senne,1294429223,5,4.5,4,biegaman,Irish Pale Ale,4.5,4.5,Taras Boulba,4.5,32846
148,Belhaven Brewery Company Ltd.,1291339360,4.5,4.5,4,biegaman,Irish Extra Stout,5,4,Belhaven Scottish Stout,7,48194
1549,Goose Island Beer Co.,1255709749,4.5,4,4,biegaman,Irish Pale Ale,4.5,4.5,Demolition,7.2,49003
2428,Brasserie Caulier,1148511012,4.5,4,3.5,biegaman,Irish Pale Ale,4.5,4,Caulier Saaz Ale,5.5,14980
12718,Saint André,1302205846,4.5,4,5,biegaman,Irish Lager,4,4,Saint André Irish Lager,4.6,1659
42,Brewery Ommegang,1241658738,4.5,4.5,5,biegaman,Irish Pale Ale,3.5,4,Rare Vos (Amber Ale),6.5,593
816,Granite Brewery & Restaurant,1269472798,4.5,3.5,4,biegaman,Irish Dry Stout,3.5,4,Keefe's Irish Stout,4.5,12514
1549,Goose Island Beer Co.,1293824560,4.5,4.5,4,biegaman,Irish Pale Ale,5,4.5,Fleur,7,50276
222,Brouwerij Duvel Moortgat NV,1225576735,4.5,3.5,4,biegaman,Irish Pale Ale,4,3.5,Maredsous 6 - Blonde,6,6972
42,Brewery Ommegang,1302891160,4.5,4.5,4,biegaman,Irish Pale Ale,4,4.5,Ommegang BPA (Belgian-style Pale Ale),6.2,56875
646,Carlow Brewing Company,1160428961,4.5,3,4,biegaman,Irish Dry Stout,4,4,O'Hara's Irish Stout,4.3,1751
18149,The Lost Abbey,1219122959,4,4,4.5,biegaman,Irish Pale Ale,4,4.5,Devotion Ale,6.25,36539
1141,Brasserie Dieu Du Ciel,1287086108,4,4.5,4,biegaman,Irish Pale Ale,3.5,4.5,Dernière Volonté,6.5,18272
13667,Starr Hill Brewery,1223151456,4,3.5,3.5,biegaman,Irish Dry Stout,3.5,4,Dark Starr Stout,4.2,29995
2243,The Porterhouse Brewing Company,1279905256,4,4,4,biegaman,Irish Dry Stout,4,3.5,Oyster Stout,5.2,5686
30,Avery Brewing Company,1162846368,4,4.5,4.5,biegaman,Irish Dry Stout,3,3.5,Out Of Bounds Stout,6.3,1830
3760,Mill Street Brew Pub,1237098054,4,4.5,4,biegaman,Irish Extra Stout,3,4.5,Mill Street Cobblestone Stout,4.2,33464
21336,Duggan's Brewery,1273349950,4,4,4,biegaman,Irish Dry Stout,4,4,Mike Duggan #07 Stout,4.9,53838
9897,Jolly Pumpkin Artisan Ales,1249872181,4,4.5,4.5,biegaman,Irish Pale Ale,4.5,4,"Luciérnaga, The Firefly",6.5,20524
14078,Half Pints Brewing Company,1182269655,4,3.5,3.5,biegaman,Irish Pale Ale,4,4,The Son,5.2,35091
16320,Brasserie de la Senne,1228186194,4,4,4.5,biegaman,Irish Pale Ale,3.5,4,X-Mas Zinnebir,6.5,40001
